Id,"bikes"
893,16
894,19
895,15
896,18
897,21
898,17
899,21
900,16
901,6
902,7
903,6
904,7
905,7
906,6
907,7
908,6
909,7
910,6
911,7
912,7
913,7
914,7
915,6
916,7
917,6
918,7
919,7
920,6
921,7
922,6
923,7
924,6
925,7
926,7
927,6
928,7
929,6
930,7
931,7
932,7
933,6
934,7
935,6
936,7
937,6
938,7
939,7
940,6
941,7
942,6
943,7
944,6
945,7
946,7
947,6
948,7
949,6
950,7
951,6
952,7
953,7
954,6
955,7
956,6
957,7
958,6
959,7
960,7
961,7
962,12
963,8
964,13
965,9
966,5
967,10
968,6
969,12
970,8
971,13
972,10
973,6
974,11
975,7
976,12
977,9
978,14
979,10
980,5
981,11
982,6
983,12
984,8
985,14
986,9
987,5
988,11
989,7
990,12
991,9
992,9
993,9
994,9
995,9
996,9
997,9
998,9
999,9
1000,9
1001,9
1002,8
1003,9
1004,9
1005,9
1006,9
1007,9
1008,9
1009,9
1010,9
1011,9
1012,9
1013,9
1014,9
1015,9
1016,8
1017,9
1018,9
1019,9
1020,9
1021,8
1022,8
1023,7
1024,8
1025,8
1026,8
1027,8
1028,8
1029,8
1030,7
1031,8
1032,8
1033,8
1034,8
1035,8
1036,8
1037,7
1038,8
1039,8
1040,8
1041,8
1042,8
1043,8
1044,7
1045,8
1046,8
1047,8
1048,8
1049,8
1050,8
1051,5
1052,5
1053,5
1054,5
1055,5
1056,5
1057,5
1058,5
1059,5
1060,5
1061,5
1062,5
1063,5
1064,5
1065,5
1066,5
1067,5
1068,5
1069,5
1070,5
1071,5
1072,5
1073,5
1074,5
1075,5
1076,5
1077,5
1078,5
1079,5
1080,5
1081,8
1082,8
1083,8
1084,8
1085,8
1086,8
1087,8
1088,8
1089,8
1090,8
1091,8
1092,8
1093,8
1094,8
1095,8
1096,8
1097,8
1098,8
1099,8
1100,8
1101,8
1102,8
1103,8
1104,8
1105,8
1106,8
1107,8
1108,8
1109,8
1110,8
1111,5
1112,4
1113,4
1114,4
1115,4
1116,4
1117,4
1118,5
1119,4
1120,5
1121,4
1122,4
1123,4
1124,4
1125,5
1126,4
1127,4
1128,4
1129,4
1130,4
1131,4
1132,5
1133,4
1134,4
1135,4
1136,4
1137,4
1138,4
1139,5
1140,4
1141,8
1142,6
1143,8
1144,6
1145,7
1146,6
1147,7
1148,8
1149,6
1150,8
1151,6
1152,7
1153,6
1154,7
1155,8
1156,7
1157,8
1158,6
1159,7
1160,6
1161,7
1162,8
1163,7
1164,8
1165,6
1166,8
1167,5
1168,7
1169,8
1170,7
1171,8
1172,6
1173,7
1174,6
1175,7
1176,6
1177,7
1178,8
1179,7
1180,8
1181,6
1182,7
1183,6
1184,7
1185,8
1186,7
1187,8
1188,6
1189,7
1190,6
1191,7
1192,8
1193,7
1194,7
1195,6
1196,7
1197,6
1198,7
1199,8
1200,6
1201,7
1202,8
1203,9
1204,8
1205,8
1206,8
1207,8
1208,7
1209,8
1210,9
1211,8
1212,8
1213,7
1214,8
1215,7
1216,8
1217,9
1218,8
1219,8
1220,8
1221,8
1222,7
1223,8
1224,9
1225,8
1226,8
1227,8
1228,8
1229,7
1230,8
1231,9
1232,9
1233,9
1234,9
1235,9
1236,9
1237,9
1238,9
1239,9
1240,9
1241,9
1242,9
1243,9
1244,9
1245,9
1246,9
1247,9
1248,9
1249,9
1250,9
1251,9
1252,9
1253,9
1254,9
1255,9
1256,9
1257,9
1258,9
1259,9
1260,9
1261,11
1262,10
1263,11
1264,11
1265,10
1266,11
1267,10
1268,11
1269,10
1270,11
1271,11
1272,10
1273,11
1274,10
1275,11
1276,10
1277,12
1278,11
1279,10
1280,11
1281,10
1282,11
1283,10
1284,12
1285,11
1286,10
1287,11
1288,10
1289,11
1290,10
1291,8
1292,7
1293,7
1294,8
1295,7
1296,8
1297,7
1298,8
1299,7
1300,7
1301,8
1302,7
1303,8
1304,7
1305,8
1306,7
1307,7
1308,8
1309,7
1310,8
1311,7
1312,8
1313,7
1314,7
1315,8
1316,7
1317,8
1318,7
1319,8
1320,7
1321,2
1322,4
1323,6
1324,3
1325,5
1326,3
1327,5
1328,2
1329,4
1330,7
1331,4
1332,6
1333,2
1334,5
1335,2
1336,4
1337,6
1338,3
1339,6
1340,3
1341,5
1342,2
1343,4
1344,7
1345,3
1346,6
1347,2
1348,5
1349,2
1350,4
1351,3
1352,4
1353,3
1354,4
1355,3
1356,3
1357,3
1358,3
1359,3
1360,3
1361,4
1362,3
1363,3
1364,3
1365,3
1366,4
1367,3
1368,4
1369,3
1370,3
1371,3
1372,3
1373,4
1374,3
1375,4
1376,3
1377,3
1378,3
1379,3
1380,3
1381,6
1382,7
1383,6
1384,7
1385,8
1386,6
1387,8
1388,6
1389,7
1390,5
1391,7
1392,8
1393,6
1394,8
1395,6
1396,7
1397,5
1398,7
1399,8
1400,7
1401,8
1402,6
1403,7
1404,6
1405,7
1406,8
1407,7
1408,8
1409,6
1410,7
1411,12
1412,11
1413,12
1414,11
1415,12
1416,11
1417,11
1418,11
1419,11
1420,12
1421,11
1422,12
1423,11
1424,11
1425,11
1426,11
1427,12
1428,11
1429,12
1430,11
1431,11
1432,11
1433,11
1434,12
1435,11
1436,12
1437,11
1438,11
1439,11
1440,11
1441,5
1442,10
1443,6
1444,12
1445,9
1446,5
1447,10
1448,5
1449,11
1450,7
1451,12
1452,9
1453,4
1454,9
1455,6
1456,10
1457,7
1458,12
1459,8
1460,4
1461,10
1462,6
1463,11
1464,7
1465,12
1466,8
1467,4
1468,9
1469,6
1470,11
1471,9
1472,12
1473,8
1474,12
1475,15
1476,10
1477,14
1478,10
1479,12
1480,8
1481,12
1482,14
1483,11
1484,14
1485,9
1486,12
1487,8
1488,11
1489,14
1490,10
1491,14
1492,10
1493,12
1494,8
1495,11
1496,14
1497,10
1498,14
1499,9
1500,13
1501,2
1502,3
1503,5
1504,3
1505,4
1506,2
1507,4
1508,2
1509,3
1510,5
1511,3
1512,4
1513,3
1514,4
1515,2
1516,3
1517,5
1518,3
1519,4
1520,2
1521,4
1522,2
1523,3
1524,5
1525,3
1526,5
1527,2
1528,4
1529,2
1530,3
1531,3
1532,5
1533,6
1534,4
1535,5
1536,4
1537,5
1538,3
1539,5
1540,6
1541,4
1542,5
1543,4
1544,5
1545,3
1546,5
1547,6
1548,4
1549,6
1550,4
1551,5
1552,3
1553,5
1554,6
1555,4
1556,6
1557,4
1558,5
1559,3
1560,5
1561,4
1562,4
1563,4
1564,4
1565,4
1566,4
1567,4
1568,4
1569,4
1570,4
1571,4
1572,4
1573,4
1574,4
1575,4
1576,4
1577,4
1578,4
1579,4
1580,4
1581,4
1582,4
1583,4
1584,4
1585,4
1586,4
1587,4
1588,4
1589,4
1590,4
1591,6
1592,7
1593,6
1594,7
1595,8
1596,7
1597,8
1598,6
1599,8
1600,6
1601,7
1602,8
1603,7
1604,8
1605,6
1606,8
1607,6
1608,7
1609,8
1610,7
1611,8
1612,6
1613,8
1614,6
1615,7
1616,8
1617,7
1618,8
1619,6
1620,7
1621,10
1622,11
1623,11
1624,12
1625,11
1626,12
1627,11
1628,10
1629,11
1630,11
1631,12
1632,11
1633,12
1634,11
1635,10
1636,12
1637,11
1638,12
1639,11
1640,12
1641,11
1642,10
1643,11
1644,11
1645,12
1646,11
1647,12
1648,11
1649,10
1650,12
1651,6
1652,8
1653,5
1654,7
1655,4
1656,7
1657,9
1658,6
1659,8
1660,5
1661,7
1662,4
1663,7
1664,9
1665,6
1666,8
1667,6
1668,7
1669,5
1670,6
1671,9
1672,6
1673,8
1674,5
1675,7
1676,4
1677,7
1678,9
1679,6
1680,8
1681,5
1682,5
1683,5
1684,5
1685,5
1686,5
1687,5
1688,5
1689,5
1690,5
1691,5
1692,5
1693,5
1694,5
1695,5
1696,5
1697,5
1698,5
1699,5
1700,5
1701,5
1702,5
1703,5
1704,5
1705,5
1706,5
1707,5
1708,5
1709,5
1710,5
1711,5
1712,4
1713,5
1714,4
1715,3
1716,4
1717,3
1718,5
1719,4
1720,5
1721,4
1722,3
1723,4
1724,3
1725,5
1726,4
1727,5
1728,4
1729,3
1730,4
1731,3
1732,5
1733,4
1734,5
1735,4
1736,3
1737,4
1738,3
1739,5
1740,4
1741,4
1742,4
1743,4
1744,4
1745,4
1746,4
1747,4
1748,4
1749,4
1750,4
1751,4
1752,4
1753,4
1754,4
1755,4
1756,4
1757,4
1758,4
1759,4
1760,4
1761,4
1762,4
1763,4
1764,4
1765,4
1766,4
1767,4
1768,4
1769,4
1770,4
1771,5
1772,5
1773,6
1774,5
1775,5
1776,5
1777,5
1778,5
1779,5
1780,6
1781,5
1782,5
1783,5
1784,5
1785,5
1786,5
1787,6
1788,5
1789,5
1790,5
1791,5
1792,5
1793,5
1794,5
1795,5
1796,5
1797,5
1798,5
1799,5
1800,5
1801,4
1802,5
1803,4
1804,5
1805,4
1806,5
1807,5
1808,4
1809,5
1810,4
1811,5
1812,4
1813,5
1814,4
1815,4
1816,5
1817,4
1818,5
1819,4
1820,5
1821,4
1822,4
1823,5
1824,4
1825,5
1826,4
1827,5
1828,4
1829,4
1830,5
1831,3
1832,3
1833,2
1834,3
1835,3
1836,3
1837,3
1838,3
1839,3
1840,2
1841,3
1842,3
1843,3
1844,3
1845,3
1846,3
1847,2
1848,3
1849,3
1850,3
1851,3
1852,3
1853,3
1854,2
1855,3
1856,3
1857,3
1858,3
1859,3
1860,3
1861,6
1862,5
1863,6
1864,5
1865,7
1866,5
1867,4
1868,6
1869,5
1870,6
1871,5
1872,7
1873,5
1874,4
1875,6
1876,5
1877,6
1878,5
1879,7
1880,6
1881,4
1882,6
1883,5
1884,6
1885,5
1886,7
1887,6
1888,4
1889,6
1890,5
1891,5
1892,6
1893,5
1894,6
1895,7
1896,5
1897,6
1898,5
1899,6
1900,5
1901,6
1902,7
1903,6
1904,7
1905,5
1906,6
1907,5
1908,6
1909,7
1910,5
1911,7
1912,5
1913,6
1914,5
1915,6
1916,7
1917,5
1918,6
1919,5
1920,6
1921,3
1922,2
1923,4
1924,3
1925,2
1926,3
1927,2
1928,3
1929,2
1930,3
1931,3
1932,2
1933,3
1934,2
1935,3
1936,3
1937,3
1938,3
1939,2
1940,3
1941,2
1942,3
1943,2
1944,4
1945,3
1946,2
1947,3
1948,2
1949,3
1950,2
1951,4
1952,3
1953,4
1954,3
1955,4
1956,3
1957,4
1958,4
1959,3
1960,4
1961,3
1962,4
1963,3
1964,4
1965,4
1966,4
1967,4
1968,3
1969,4
1970,3
1971,4
1972,4
1973,3
1974,4
1975,3
1976,4
1977,3
1978,4
1979,4
1980,3
1981,6
1982,5
1983,5
1984,4
1985,5
1986,4
1987,5
1988,6
1989,5
1990,5
1991,4
1992,5
1993,4
1994,5
1995,6
1996,5
1997,5
1998,4
1999,5
2000,4
2001,5
2002,6
2003,5
2004,5
2005,4
2006,5
2007,4
2008,5
2009,6
2010,4
2011,5
2012,5
2013,4
2014,5
2015,5
2016,5
2017,5
2018,5
2019,5
2020,4
2021,5
2022,5
2023,5
2024,5
2025,5
2026,5
2027,4
2028,5
2029,5
2030,5
2031,5
2032,5
2033,5
2034,4
2035,5
2036,5
2037,5
2038,5
2039,5
2040,5
2041,9
2042,10
2043,8
2044,9
2045,7
2046,9
2047,11
2048,8
2049,10
2050,8
2051,9
2052,7
2053,9
2054,10
2055,8
2056,10
2057,8
2058,9
2059,7
2060,9
2061,10
2062,9
2063,10
2064,8
2065,9
2066,8
2067,9
2068,10
2069,8
2070,10
2071,12
2072,13
2073,12
2074,14
2075,13
2076,12
2077,13
2078,12
2079,13
2080,12
2081,14
2082,13
2083,12
2084,13
2085,12
2086,13
2087,13
2088,14
2089,13
2090,12
2091,13
2092,12
2093,13
2094,12
2095,14
2096,13
2097,12
2098,13
2099,12
2100,13
2101,4
2102,6
2103,5
2104,7
2105,5
2106,4
2107,6
2108,5
2109,6
2110,5
2111,7
2112,5
2113,4
2114,6
2115,4
2116,6
2117,5
2118,7
2119,5
2120,4
2121,6
2122,5
2123,6
2124,5
2125,6
2126,5
2127,4
2128,6
2129,5
2130,6
2131,9
2132,9
2133,9
2134,9
2135,9
2136,9
2137,9
2138,9
2139,9
2140,9
2141,9
2142,9
2143,9
2144,9
2145,9
2146,9
2147,9
2148,9
2149,9
2150,9
2151,9
2152,9
2153,9
2154,9
2155,9
2156,9
2157,9
2158,9
2159,9
2160,9
2161,7
2162,6
2163,7
2164,6
2165,6
2166,5
2167,6
2168,7
2169,6
2170,7
2171,6
2172,6
2173,5
2174,6
2175,7
2176,6
2177,7
2178,6
2179,6
2180,5
2181,6
2182,7
2183,6
2184,7
2185,6
2186,6
2187,5
2188,6
2189,7
2190,6
2191,11
2192,10
2193,11
2194,10
2195,11
2196,10
2197,10
2198,11
2199,10
2200,11
2201,10
2202,11
2203,10
2204,10
2205,11
2206,10
2207,11
2208,10
2209,11
2210,10
2211,10
2212,11
2213,10
2214,11
2215,10
2216,11
2217,9
2218,10
2219,11
2220,10
2221,10
2222,11
2223,10
2224,11
2225,10
2226,10
2227,10
2228,10
2229,11
2230,10
2231,11
2232,10
2233,10
2234,10
2235,10
2236,11
2237,10
2238,11
2239,10
2240,10
2241,10
2242,10
2243,11
2244,10
2245,11
2246,10
2247,10
2248,10
2249,10
2250,11
